segment,cell,copiesX,copiesY
6,788,1,1
7,788,1,3
8,788,1,1
9,788,1,1
10,788,1,1
11,788,1,3
12,788,1,1
13,788,0,1
14,788,1,1
15,788,2,2
16,788,1,2
17,788,1,1
18,788,1,1
19,788,1,1
20,788,1,1
21,788,1,1
22,788,1,1
23,788,1,2
24,788,1,1
0,789,3,2
1,789,1,1
2,789,1,1
3,789,1,1
4,789,1,1
5,789,1,1
6,789,1,1
7,789,1,1
8,789,1,1
9,789,1,1
10,789,1,1
11,789,1,1
12,789,1,1
13,789,1,1
14,789,3,0
15,789,2,1
16,789,1,1
17,789,1,1
18,789,2,3
19,789,1,1
20,789,1,1
21,789,1,1
22,789,1,1
23,789,1,1
24,789,1,1
0,790,3,2
1,790,1,1
2,790,1,1
3,790,1,1
4,790,1,1
5,790,1,1
6,790,1,1
7,790,1,1
8,790,1,1
9,790,1,1
10,790,1,1
11,790,1,1
12,790,1,1
13,790,1,1
14,790,1,1
15,790,2,1
16,790,1,1
17,790,2,2
18,790,2,2
19,790,1,1
20,790,1,1
21,790,1,1
22,790,1,1
23,790,1,1
24,790,1,1
0,791,3,2
1,791,2,0
2,791,1,1
3,791,1,1
4,791,1,1
5,791,1,1
6,791,1,1
7,791,3,2
8,791,1,1
9,791,1,1
10,791,1,1
11,791,3,2
12,791,1,1
13,791,0,1
14,791,3,2
15,791,2,2
16,791,1,2
17,791,1,1
18,791,1,1
19,791,1,1
20,791,1,1
21,791,1,1
22,791,1,1
23,791,1,2
24,791,1,1
0,792,2,0
1,792,1,1
2,792,1,1
3,792,2,3
4,792,1,1
5,792,1,1
6,792,1,1
7,792,1,3
8,792,1,1
9,792,1,1
10,792,1,1
11,792,1,3
12,792,1,1
13,792,0,1
14,792,1,1
15,792,2,2
16,792,1,2
17,792,1,1
18,792,1,1
19,792,1,1
20,792,1,1
21,792,1,1
22,792,1,1
23,792,1,2
24,792,1,1
0,793,3,2
1,793,1,1
2,793,1,1
3,793,1,1
4,793,1,1
5,793,1,1
6,793,1,1
7,793,1,1
8,793,1,1
9,793,1,1
10,793,1,1
11,793,1,1
12,793,1,1
13,793,1,1
14,793,1,1
15,793,1,1
16,793,1,1
17,793,1,1
18,793,1,1
19,793,1,1
20,793,1,1
21,793,1,1
22,793,1,1
23,793,1,1
24,793,1,1
0,794,1,0
1,794,1,1
2,794,1,1
3,794,1,1
4,794,1,1
5,794,1,1
6,794,1,1
7,794,1,3
8,794,1,1
9,794,1,1
10,794,1,1
11,794,1,3
12,794,1,1
13,794,0,1
14,794,1,1
15,794,2,2
16,794,1,2
17,794,1,1
18,794,1,1
19,794,1,1
20,794,1,1
21,794,1,1
22,794,1,1
23,794,1,2
24,794,1,1
0,795,3,2
1,795,2,3
2,795,2,1
3,795,1,1
4,795,1,1
5,795,1,1
6,795,1,1
7,795,3,2
8,795,3,3
9,795,1,1
10,795,1,1
11,795,3,2
12,795,1,1
13,795,0,1
14,795,3,2
15,795,2,2
16,795,1,2
17,795,1,1
18,795,1,1
19,795,1,1
20,795,1,1
21,795,1,1
22,795,1,1
23,795,1,2
24,795,1,1
0,796,3,2
1,796,1,1
2,796,1,1
3,796,1,1
4,796,1,1
5,796,1,1
6,796,1,1
7,796,1,1
8,796,1,1
9,796,1,1
10,796,1,1
11,796,1,1
12,796,1,1
13,796,1,1
14,796,1,1
15,796,2,1
16,796,1,1
17,796,2,2
18,796,2,2
19,796,1,1
20,796,1,1
21,796,1,1
22,796,1,1
23,796,1,1
24,796,1,1
0,797,3,2
1,797,2,0
2,797,1,1
3,797,1,1
4,797,1,1
5,797,1,1
6,797,1,1
7,797,3,2
8,797,1,1
9,797,1,1
10,797,1,1
11,797,3,2
12,797,1,1
13,797,0,1
14,797,3,2
15,797,2,2
16,797,1,2
17,797,1,1
18,797,1,1
19,797,1,1
20,797,1,1
21,797,1,1
22,797,1,1
23,797,1,2
24,797,1,1
0,798,3,2
1,798,1,1
2,798,1,1
3,798,1,1
4,798,1,1
5,798,1,1
6,798,1,1
7,798,1,1
8,798,1,1
9,798,1,1
10,798,1,1
11,798,1,1
12,798,1,1
13,798,1,1
14,798,3,0
15,798,2,1
16,798,1,1
17,798,1,1
18,798,2,3
19,798,1,1
20,798,1,1
21,798,1,1
22,798,1,1
23,798,1,1
24,798,1,1
0,799,3,2
1,799,1,1
2,799,1,1
3,799,1,1
4,799,1,1
5,799,1,1
6,799,1,1
7,799,3,3
8,799,1,1
9,799,1,1
10,799,1,1
11,799,1,1
12,799,1,2
13,799,0,2
14,799,1,1
15,799,2,2
16,799,1,2
17,799,1,1
18,799,1,1
19,799,1,1
20,799,1,1
21,799,1,1
22,799,1,1
23,799,3,3
24,799,1,1
0,800,1,0
1,800,1,1
2,800,1,1
3,800,1,1
4,800,1,1
5,800,1,1
6,800,1,1
7,800,1,3
8,800,1,1
9,800,1,1
10,800,1,1
11,800,1,3
12,800,1,1
13,800,0,1
14,800,1,1
15,800,2,2
16,800,1,2
17,800,1,1
18,800,1,1
19,800,1,1
20,800,1,1
21,800,1,1
22,800,1,1
23,800,1,2
24,800,1,1
0,801,2,0
1,801,1,1
2,801,1,1
3,801,2,3
4,801,1,1
5,801,1,1
6,801,1,1
7,801,1,3
8,801,1,1
9,801,1,1
10,801,1,1
11,801,1,3
12,801,1,1
13,801,0,1
14,801,1,1
15,801,2,2
16,801,1,2
17,801,1,1
18,801,1,1
19,801,1,1
20,801,1,1
21,801,1,1
22,801,1,1
23,801,1,2
24,801,1,1
0,802,1,0
1,802,1,1
2,802,1,1
3,802,1,1
4,802,1,1
5,802,1,1
6,802,1,1
7,802,1,3
8,802,1,1
9,802,1,1
10,802,1,1
11,802,1,3
12,802,1,1
13,802,0,1
14,802,1,1
15,802,2,2
16,802,1,2
17,802,1,1
18,802,1,1
19,802,1,1
20,802,1,1
21,802,1,1
22,802,1,1
23,802,1,2
24,802,1,1
0,803,1,0
1,803,1,1
2,803,1,1
3,803,1,1
4,803,1,1
5,803,1,1
6,803,1,1
7,803,1,3
8,803,1,1
9,803,1,1
10,803,1,1
11,803,1,3
12,803,1,1
13,803,0,1
14,803,1,1
15,803,2,2
16,803,1,2
17,803,1,1
18,803,1,1
19,803,1,1
20,803,1,1
21,803,1,1
22,803,1,1
23,803,1,2
24,803,1,1
0,804,1,0
1,804,1,1
2,804,1,1
3,804,1,1
4,804,1,1
5,804,1,1
6,804,1,1
7,804,1,3
8,804,1,1
9,804,1,1
10,804,1,1
11,804,1,3
12,804,1,1
13,804,0,1
14,804,1,1
15,804,2,2
16,804,1,2
17,804,1,1
18,804,1,1
19,804,1,1
20,804,1,1
21,804,1,1
22,804,1,1
23,804,1,2
24,804,1,1
0,805,3,2
1,805,1,1
2,805,1,1
3,805,1,1
4,805,1,1
5,805,1,1
6,805,1,1
7,805,1,1
8,805,1,1
9,805,1,1
10,805,1,1
11,805,1,1
12,805,1,1
13,805,1,1
14,805,3,0
15,805,2,1
16,805,1,1
17,805,1,1
18,805,2,3
19,805,1,1
20,805,1,1
21,805,1,1
22,805,1,1
23,805,1,1
24,805,1,1
0,806,3,2
1,806,1,1
2,806,1,1
3,806,1,1
4,806,1,1
5,806,1,1
6,806,1,1
7,806,1,1
8,806,1,1
9,806,1,1
10,806,1,1
11,806,1,1
12,806,1,1
13,806,1,1
14,806,1,1
15,806,2,1
16,806,1,1
17,806,2,2
18,806,2,2
19,806,1,1
20,806,1,1
21,806,1,1
22,806,1,1
23,806,1,1
24,806,1,1
0,807,3,2
1,807,1,1
2,807,1,1
3,807,1,1
4,807,1,1
5,807,1,1
6,807,1,1
7,807,3,3
8,807,1,1
9,807,1,1
10,807,1,1
11,807,1,1
12,807,1,2
13,807,0,2
14,807,1,1
15,807,2,2
16,807,1,2
17,807,1,1
18,807,1,1
19,807,1,1
20,807,1,1
21,807,1,1
22,807,1,1
23,807,3,3
24,807,1,1
0,808,3,2
1,808,1,1
2,808,1,1
3,808,1,1
4,808,1,1
5,808,1,1
6,808,1,1
7,808,1,1
8,808,1,1
9,808,1,1
10,808,1,1
11,808,1,1
12,808,1,1
13,808,1,1
14,808,1,1
15,808,1,1
16,808,1,1
17,808,1,1
18,808,1,1
19,808,1,1
20,808,1,1
21,808,1,1
22,808,1,1
23,808,1,1
24,808,1,1
0,809,3,2
1,809,1,1
2,809,1,1
3,809,1,1
4,809,1,1
5,809,1,1
6,809,1,1
7,809,1,1
8,809,1,1
9,809,1,1
10,809,1,1
11,809,1,1
12,809,1,1
13,809,1,1
14,809,1,1
15,809,2,1
16,809,1,1
17,809,2,2
18,809,2,2
19,809,1,1
20,809,1,1
21,809,1,1
22,809,1,1
23,809,1,1
24,809,1,1
0,810,3,2
1,810,1,1
2,810,1,1
3,810,1,1
4,810,1,1
5,810,1,1
6,810,1,1
7,810,1,1
8,810,1,1
9,810,1,1
10,810,1,1
11,810,1,1
12,810,1,1
13,810,1,1
14,810,1,1
15,810,2,1
16,810,1,1
17,810,2,2
18,810,2,2
19,810,1,1
20,810,1,1
21,810,1,1
22,810,1,1
23,810,1,1
24,810,1,1
0,811,3,2
1,811,1,1
2,811,1,1
3,811,1,1
4,811,1,1
5,811,1,1
6,811,1,1
7,811,1,1
8,811,1,1
9,811,1,1
10,811,1,1
11,811,1,1
12,811,1,1
13,811,1,1
14,811,1,1
15,811,2,1
16,811,1,1
17,811,2,2
18,811,2,2
19,811,1,1
20,811,1,1
21,811,1,1
22,811,1,1
23,811,1,1
24,811,1,1
0,812,3,2
1,812,1,1
2,812,1,1
3,812,1,1
4,812,1,1
5,812,1,1
6,812,1,1
7,812,1,1
8,812,1,1
9,812,1,1
10,812,1,1
11,812,1,1
12,812,1,1
13,812,1,1
14,812,1,1
15,812,2,1
16,812,1,1
17,812,2,2
18,812,2,2
19,812,1,1
20,812,1,1
21,812,1,1
22,812,1,1
23,812,1,1
24,812,1,1
0,813,3,2
1,813,2,3
2,813,2,1
3,813,1,1
4,813,1,1
5,813,1,1
6,813,1,1
7,813,3,2
8,813,3,3
9,813,1,1
10,813,1,1
11,813,3,2
12,813,1,1
13,813,0,1
14,813,3,2
15,813,2,2
16,813,1,2
17,813,1,1
18,813,1,1
19,813,1,1
20,813,1,1
21,813,1,1
22,813,1,1
23,813,1,2
24,813,1,1
0,814,3,2
1,814,1,1
2,814,1,1
3,814,1,1
4,814,1,1
5,814,1,1
6,814,1,1
7,814,1,1
8,814,1,1
9,814,1,1
10,814,1,1
11,814,1,1
12,814,1,1
13,814,1,1
14,814,1,1
15,814,2,1
16,814,1,1
17,814,2,2
18,814,2,2
19,814,1,1
20,814,1,1
21,814,1,1
22,814,1,1
23,814,1,1
24,814,1,1
0,815,3,2
1,815,2,3
2,815,2,1
3,815,1,1
4,815,1,1
5,815,1,1
6,815,1,1
7,815,3,2
8,815,3,3
9,815,1,1
10,815,1,1
11,815,3,2
12,815,1,1
13,815,0,1
14,815,3,2
15,815,2,2
16,815,1,2
17,815,1,1
18,815,1,1
19,815,1,1
20,815,1,1
21,815,1,1
22,815,1,1
23,815,1,2
24,815,1,1
0,816,3,2
1,816,1,1
2,816,1,1
3,816,1,1
4,816,1,1
5,816,1,1
6,816,1,1
7,816,1,1
8,816,1,1
9,816,1,1
10,816,1,1
11,816,1,1
12,816,1,1
13,816,1,1
14,816,1,1
15,816,2,1
16,816,1,1
17,816,2,2
18,816,2,2
19,816,1,1
20,816,1,1
21,816,1,1
22,816,1,1
23,816,1,1
24,816,1,1
0,817,2,0
1,817,1,1
2,817,1,1
3,817,2,3
4,817,1,1
5,817,1,1
6,817,1,1
7,817,1,3
8,817,1,1
9,817,1,1
10,817,1,1
11,817,1,3
12,817,1,1
13,817,0,1
14,817,1,1
15,817,2,2
16,817,1,2
17,817,1,1
18,817,1,1
19,817,1,1
20,817,1,1
21,817,1,1
22,817,1,1
23,817,1,2
24,817,1,1
0,818,3,2
1,818,1,1
2,818,1,1
3,818,1,1
4,818,1,1
5,818,1,1
6,818,1,1
7,818,1,1
8,818,1,1
9,818,1,1
10,818,1,1
11,818,1,1
12,818,1,1
13,818,1,1
14,818,1,1
15,818,2,1
16,818,1,1
17,818,2,2
18,818,2,2
19,818,1,1
20,818,1,1
21,818,1,1
22,818,1,1
23,818,1,1
24,818,1,1
0,819,3,2
1,819,1,1
2,819,1,1
3,819,1,1
4,819,1,1
5,819,1,1
6,819,1,1
7,819,1,1
8,819,1,1
9,819,1,1
10,819,1,1
11,819,1,1
12,819,1,1
13,819,1,1
14,819,3,0
15,819,2,1
16,819,1,1
17,819,1,1
18,819,2,3
19,819,1,1
20,819,1,1
21,819,1,1
22,819,1,1
23,819,1,1
24,819,1,1
0,820,2,0
1,820,1,1
2,820,1,1
3,820,2,3
4,820,1,1
5,820,1,1
6,820,1,1
7,820,1,3
8,820,1,1
9,820,1,1
10,820,1,1
11,820,1,3
12,820,1,1
13,820,0,1
14,820,1,1
15,820,2,2
16,820,1,2
17,820,1,1
18,820,1,1
19,820,1,1
20,820,1,1
21,820,1,1
22,820,1,1
23,820,1,2
24,820,1,1
0,821,3,2
1,821,1,1
2,821,1,1
3,821,1,1
4,821,1,1
5,821,1,1
6,821,1,1
7,821,1,1
8,821,1,1
9,821,1,1
10,821,1,1
11,821,1,1
12,821,1,1
13,821,1,1
14,821,1,1
15,821,1,1
16,821,1,1
17,821,1,1
18,821,1,1
19,821,1,1
20,821,1,1
21,821,1,1
22,821,1,1
23,821,1,1
24,821,1,1
0,822,3,2
1,822,1,1
2,822,1,1
3,822,1,1
4,822,1,1
5,822,1,1
6,822,1,1
7,822,1,1
8,822,1,1
9,822,1,1
10,822,1,1
11,822,1,1
12,822,1,1
13,822,1,1
14,822,1,1
15,822,2,1
16,822,1,1
17,822,2,2
18,822,2,2
19,822,1,1
20,822,1,1
21,822,1,1
22,822,1,1
23,822,1,1
24,822,1,1
0,823,2,0
1,823,1,1
2,823,1,1
3,823,2,3
4,823,1,1
5,823,1,1
6,823,1,1
7,823,1,3
8,823,1,1
9,823,1,1
10,823,1,1
11,823,1,3
12,823,1,1
13,823,0,1
14,823,1,1
15,823,2,2
16,823,1,2
17,823,1,1
18,823,1,1
19,823,1,1
20,823,1,1
21,823,1,1
22,823,1,1
23,823,1,2
24,823,1,1
0,824,3,2
1,824,2,3
2,824,2,1
3,824,1,1
4,824,1,1
5,824,1,1
6,824,1,1
7,824,3,2
8,824,3,3
9,824,1,1
10,824,1,1
11,824,3,2
12,824,1,1
13,824,0,1
14,824,3,2
15,824,2,2
16,824,1,2
17,824,1,1
18,824,1,1
19,824,1,1
20,824,1,1
21,824,1,1
22,824,1,1
23,824,1,2
24,824,1,1
0,825,2,0
1,825,1,1
2,825,1,1
3,825,2,3
4,825,1,1
5,825,1,1
6,825,1,1
7,825,1,3
8,825,1,1
9,825,1,1
10,825,1,1
11,825,1,3
12,825,1,1
13,825,0,1
14,825,1,1
15,825,2,2
16,825,1,2
17,825,1,1
18,825,1,1
19,825,1,1
20,825,1,1
21,825,1,1
22,825,1,1
23,825,1,2
24,825,1,1
0,826,1,0
1,826,1,1
2,826,1,1
3,826,1,1
4,826,1,1
5,826,1,1
6,826,1,1
7,826,1,3
8,826,1,1
9,826,1,1
10,826,1,1
11,826,1,3
12,826,1,1
13,826,0,1
14,826,1,1
15,826,2,2
16,826,1,2
17,826,1,1
18,826,1,1
19,826,1,1
20,826,1,1
21,826,1,1
22,826,1,1
23,826,1,2
24,826,1,1
0,827,2,0
1,827,1,1
2,827,1,1
3,827,2,3
4,827,1,1
5,827,1,1
6,827,1,1
7,827,1,3
8,827,1,1
9,827,1,1
10,827,1,1
11,827,1,3
12,827,1,1
13,827,0,1
14,827,1,1
15,827,2,2
16,827,1,2
17,827,1,1
18,827,1,1
19,827,1,1
20,827,1,1
21,827,1,1
22,827,1,1
23,827,1,2
24,827,1,1
0,828,3,2
1,828,2,3
2,828,2,1
3,828,1,1
4,828,1,1
5,828,1,1
6,828,1,1
7,828,3,2
8,828,3,3
9,828,1,1
10,828,1,1
11,828,3,2
12,828,1,1
13,828,0,1
14,828,3,2
15,828,2,2
16,828,1,2
17,828,1,1
18,828,1,1
19,828,1,1
20,828,1,1
21,828,1,1
22,828,1,1
23,828,1,2
24,828,1,1
0,829,3,2
1,829,1,1
2,829,1,1
3,829,1,1
4,829,1,1
5,829,1,1
6,829,1,1
7,829,1,1
8,829,1,1
9,829,1,1
10,829,1,1
11,829,1,1
12,829,1,1
13,829,1,1
14,829,1,1
15,829,1,1
16,829,1,1
17,829,1,1
18,829,1,1
19,829,1,1
20,829,1,1
21,829,1,1
22,829,1,1
23,829,1,1
24,829,1,1
0,830,1,0
1,830,1,1
2,830,1,1
3,830,1,1
4,830,1,1
5,830,1,1
6,830,1,1
7,830,1,3
8,830,1,1
9,830,1,1
10,830,1,1
11,830,1,3
12,830,1,1
13,830,0,1
14,830,1,1
15,830,2,2
16,830,1,2
17,830,1,1
18,830,1,1
19,830,1,1
20,830,1,1
21,830,1,1
22,830,1,1
23,830,1,2
24,830,1,1
0,831,3,2
1,831,2,0
2,831,1,1
3,831,1,1
4,831,1,1
5,831,1,1
6,831,1,1
7,831,3,2
8,831,1,1
9,831,1,1
10,831,1,1
11,831,3,2
12,831,1,1
13,831,0,1
14,831,3,2
15,831,2,2
16,831,1,2
17,831,1,1
18,831,1,1
19,831,1,1
20,831,1,1
21,831,1,1
22,831,1,1
23,831,1,2
24,831,1,1
0,832,2,0
1,832,1,1
2,832,1,1
3,832,2,3
4,832,1,1
5,832,1,1
6,832,1,1
7,832,1,3
8,832,1,1
9,832,1,1
10,832,1,1
11,832,1,3
12,832,1,1
13,832,0,1
14,832,1,1
15,832,2,2
16,832,1,2
17,832,1,1
18,832,1,1
19,832,1,1
20,832,1,1
21,832,1,1
22,832,1,1
23,832,1,2
24,832,1,1
0,833,3,2
1,833,1,1
2,833,1,1
3,833,1,1
4,833,1,1
5,833,1,1
6,833,1,1
7,833,1,1
8,833,1,1
9,833,1,1
10,833,1,1
11,833,1,1
12,833,1,1
13,833,1,1
14,833,3,0
15,833,2,1
16,833,1,1
17,833,1,1
18,833,2,3
19,833,1,1
20,833,1,1
21,833,1,1
22,833,1,1
23,833,1,1
24,833,1,1
0,834,2,0
1,834,1,1
2,834,1,1
3,834,2,3
4,834,1,1
5,834,1,1
6,834,1,1
7,834,1,3
8,834,1,1
9,834,1,1
10,834,1,1
11,834,1,3
12,834,1,1
13,834,0,1
14,834,1,1
15,834,2,2
16,834,1,2
17,834,1,1
18,834,1,1
19,834,1,1
20,834,1,1
21,834,1,1
22,834,1,1
23,834,1,2
24,834,1,1
0,835,3,2
1,835,1,1
2,835,1,1
3,835,1,1
4,835,1,1
5,835,1,1
6,835,1,1
7,835,1,1
8,835,1,1
9,835,1,1
10,835,1,1
11,835,1,1
12,835,1,1
13,835,1,1
14,835,1,1
15,835,2,1
16,835,1,1
17,835,2,2
18,835,2,2
19,835,1,1
20,835,1,1
21,835,1,1
22,835,1,1
23,835,1,1
24,835,1,1
0,836,3,2
1,836,2,3
2,836,2,1
3,836,1,1
4,836,1,1
5,836,1,1
6,836,1,1
7,836,3,2
8,836,3,3
9,836,1,1
10,836,1,1
11,836,3,2
12,836,1,1
13,836,0,1
14,836,3,2
15,836,2,2
16,836,1,2
17,836,1,1
18,836,1,1
19,836,1,1
20,836,1,1
21,836,1,1
22,836,1,1
23,836,1,2
24,836,1,1
0,837,3,2
1,837,2,0
2,837,1,1
3,837,1,1
4,837,1,1
5,837,1,1
6,837,1,1
7,837,3,2
8,837,1,1
9,837,1,1
10,837,1,1
11,837,3,2
12,837,1,1
13,837,0,1
14,837,3,2
15,837,2,2
16,837,1,2
17,837,1,1
18,837,1,1
19,837,1,1
20,837,1,1
21,837,1,1
22,837,1,1
23,837,1,2
24,837,1,1
0,838,2,0
1,838,1,1
2,838,1,1
3,838,2,3
4,838,1,1
5,838,1,1
6,838,1,1
7,838,1,3
8,838,1,1
9,838,1,1
10,838,1,1
11,838,1,3
12,838,1,1
13,838,0,1
14,838,1,1
15,838,2,2
16,838,1,2
17,838,1,1
18,838,1,1
19,838,1,1
20,838,1,1
21,838,1,1
22,838,1,1
23,838,1,2
24,838,1,1
0,839,3,2
1,839,1,1
2,839,1,1
3,839,1,1
4,839,1,1
5,839,1,1
6,839,1,1
7,839,3,3
8,839,1,1
9,839,1,1
10,839,1,1
11,839,1,1
12,839,1,2
13,839,0,2
14,839,1,1
15,839,2,2
16,839,1,2
17,839,1,1
18,839,1,1
19,839,1,1
20,839,1,1
21,839,1,1
22,839,1,1
23,839,3,3
24,839,1,1
0,840,1,0
1,840,1,1
2,840,1,1
3,840,1,1
4,840,1,1
5,840,1,1
6,840,1,1
7,840,1,3
8,840,1,1
9,840,1,1
10,840,1,1
11,840,1,3
12,840,1,1
13,840,0,1
14,840,1,1
15,840,2,2
16,840,1,2
17,840,1,1
18,840,1,1
19,840,1,1
20,840,1,1
21,840,1,1
22,840,1,1
23,840,1,2
24,840,1,1
0,841,3,2
1,841,2,0
2,841,1,1
3,841,1,1
4,841,1,1
5,841,1,1
6,841,1,1
7,841,3,2
8,841,1,1
9,841,1,1
10,841,1,1
11,841,3,2
12,841,1,1
13,841,0,1
14,841,3,2
15,841,2,2
16,841,1,2
17,841,1,1
18,841,1,1
19,841,1,1
20,841,1,1
21,841,1,1
22,841,1,1
23,841,1,2
24,841,1,1
0,842,2,0
1,842,1,1
2,842,1,1
3,842,2,3
4,842,1,1
5,842,1,1
6,842,1,1
7,842,1,3
8,842,1,1
9,842,1,1
10,842,1,1
11,842,1,3
12,842,1,1
13,842,0,1
14,842,1,1
15,842,2,2
16,842,1,2
17,842,1,1
18,842,1,1
19,842,1,1
20,842,1,1
21,842,1,1
22,842,1,1
23,842,1,2
24,842,1,1
0,843,3,2
1,843,2,3
2,843,2,1
3,843,1,1
4,843,1,1
5,843,1,1
6,843,1,1
7,843,3,2
8,843,3,3
9,843,1,1
10,843,1,1
11,843,3,2
12,843,1,1
13,843,0,1
14,843,3,2
15,843,2,2
16,843,1,2
17,843,1,1
18,843,1,1
19,843,1,1
20,843,1,1
21,843,1,1
22,843,1,1
23,843,1,2
24,843,1,1
0,844,2,0
1,844,1,1
2,844,1,1
3,844,2,3
4,844,1,1
5,844,1,1
6,844,1,1
7,844,1,3
8,844,1,1
9,844,1,1
10,844,1,1
11,844,1,3
12,844,1,1
13,844,0,1
14,844,1,1
15,844,2,2
16,844,1,2
17,844,1,1
18,844,1,1
19,844,1,1
20,844,1,1
21,844,1,1
22,844,1,1
23,844,1,2
24,844,1,1
0,845,3,2
1,845,2,0
2,845,1,1
3,845,1,1
4,845,1,1
5,845,1,1
6,845,1,1
7,845,3,2
8,845,1,1
9,845,1,1
10,845,1,1
11,845,3,2
12,845,1,1
13,845,0,1
14,845,3,2
15,845,2,2
16,845,1,2
17,845,1,1
18,845,1,1
19,845,1,1
20,845,1,1
21,845,1,1
22,845,1,1
23,845,1,2
24,845,1,1
0,846,3,2
1,846,1,1
2,846,1,1
3,846,1,1
4,846,1,1
5,846,1,1
6,846,1,1
7,846,1,1
8,846,1,1
9,846,1,1
10,846,1,1
11,846,1,1
12,846,1,1
13,846,1,1
14,846,1,1
15,846,2,1
16,846,1,1
17,846,2,2
18,846,2,2
19,846,1,1
20,846,1,1
21,846,1,1
22,846,1,1
23,846,1,1
24,846,1,1
0,847,3,2
1,847,1,1
2,847,1,1
3,847,1,1
4,847,1,1
5,847,1,1
6,847,1,1
7,847,1,1
8,847,1,1
9,847,1,1
10,847,1,1
11,847,1,1
12,847,1,1
13,847,1,1
14,847,1,1
15,847,2,1
16,847,1,1
17,847,2,2
18,847,2,2
19,847,1,1
20,847,1,1
21,847,1,1
22,847,1,1
23,847,1,1
24,847,1,1
0,848,2,0
1,848,1,1
2,848,1,1
3,848,2,3
4,848,1,1
5,848,1,1
6,848,1,1
7,848,1,3
8,848,1,1
9,848,1,1
10,848,1,1
11,848,1,3
12,848,1,1
13,848,0,1
14,848,1,1
15,848,2,2
16,848,1,2
17,848,1,1
18,848,1,1
19,848,1,1
20,848,1,1
21,848,1,1
22,848,1,1
23,848,1,2
24,848,1,1
0,849,3,2
1,849,1,1
2,849,1,1
3,849,1,1
4,849,1,1
5,849,1,1
6,849,1,1
7,849,1,1
8,849,1,1
9,849,1,1
10,849,1,1
11,849,1,1
12,849,1,1
13,849,1,1
14,849,3,0
15,849,2,1
16,849,1,1
17,849,1,1
18,849,2,3
19,849,1,1
20,849,1,1
21,849,1,1
22,849,1,1
23,849,1,1
24,849,1,1
0,850,2,0
1,850,1,1
2,850,1,1
3,850,2,3
4,850,1,1
5,850,1,1
6,850,1,1
7,850,1,3
8,850,1,1
9,850,1,1
10,850,1,1
11,850,1,3
12,850,1,1
13,850,0,1
14,850,1,1
15,850,2,2
16,850,1,2
17,850,1,1
18,850,1,1
19,850,1,1
20,850,1,1
21,850,1,1
22,850,1,1
23,850,1,2
24,850,1,1
0,851,3,2
1,851,1,1
2,851,1,1
3,851,1,1
4,851,1,1
5,851,1,1
6,851,1,1
7,851,3,3
8,851,1,1
9,851,1,1
10,851,1,1
11,851,1,1
12,851,1,2
13,851,0,2
14,851,1,1
15,851,2,2
16,851,1,2
17,851,1,1
18,851,1,1
19,851,1,1
20,851,1,1
21,851,1,1
22,851,1,1
23,851,3,3
24,851,1,1
0,852,3,2
1,852,2,3
2,852,2,1
3,852,1,1
4,852,1,1
5,852,1,1
6,852,1,1
7,852,3,2
8,852,3,3
9,852,1,1
10,852,1,1
11,852,3,2
12,852,1,1
13,852,0,1
14,852,3,2
15,852,2,2
16,852,1,2
17,852,1,1
18,852,1,1
19,852,1,1
20,852,1,1
21,852,1,1
22,852,1,1
23,852,1,2
24,852,1,1
0,853,2,0
1,853,1,1
2,853,1,1
3,853,2,3
4,853,1,1
5,853,1,1
6,853,1,1
7,853,1,3
8,853,1,1
9,853,1,1
10,853,1,1
11,853,1,3
12,853,1,1
13,853,0,1
14,853,1,1
15,853,2,2
16,853,1,2
17,853,1,1
18,853,1,1
19,853,1,1
20,853,1,1
21,853,1,1
22,853,1,1
23,853,1,2
24,853,1,1
0,854,2,0
1,854,1,1
2,854,1,1
3,854,2,3
4,854,1,1
5,854,1,1
6,854,1,1
7,854,1,3
8,854,1,1
9,854,1,1
10,854,1,1
11,854,1,3
12,854,1,1
13,854,0,1
14,854,1,1
15,854,2,2
16,854,1,2
17,854,1,1
18,854,1,1
19,854,1,1
20,854,1,1
21,854,1,1
22,854,1,1
23,854,1,2
24,854,1,1
0,855,1,1
1,855,1,1
2,855,1,1
3,855,1,1
4,855,1,1
5,855,1,1
6,855,1,1
7,855,1,1
8,855,1,1
9,855,1,1
10,855,1,1
11,855,1,1
12,855,1,1
13,855,1,1
14,855,1,1
15,855,1,1
16,855,1,1
17,855,1,1
18,855,1,1
19,855,1,1
20,855,1,1
21,855,1,1
22,855,1,1
23,855,1,1
24,855,1,1
0,856,3,2
1,856,1,1
2,856,1,1
3,856,1,1
4,856,1,1
5,856,1,1
6,856,1,1
7,856,1,1
8,856,1,1
9,856,1,1
10,856,1,1
11,856,1,1
12,856,1,1
13,856,1,1
14,856,1,1
15,856,2,1
16,856,1,1
17,856,2,2
18,856,2,2
19,856,1,1
20,856,1,1
21,856,1,1
22,856,1,1
23,856,1,1
24,856,1,1
0,857,2,0
1,857,1,1
2,857,1,1
3,857,2,3
4,857,1,1
5,857,1,1
6,857,1,1
7,857,1,3
8,857,1,1
9,857,1,1
10,857,1,1
11,857,1,3
12,857,1,1
13,857,0,1
14,857,1,1
15,857,2,2
16,857,1,2
17,857,1,1
18,857,1,1
19,857,1,1
20,857,1,1
21,857,1,1
22,857,1,1
23,857,1,2
24,857,1,1
0,858,3,2
1,858,2,0
2,858,1,1
3,858,1,1
